# composition,0.85KCl-0.15UCl3
# source,Andersson, 2024
# temperature_K,1250
# raw_file,0.85KCl-0.15UCl3_Andersson_2024_1250.0_AP.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,K-Cl,K-K,K-U,U-Cl,U-U
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0037928071395697846,0.0,0.0,0.0,0.0,0.0,0.0
0.007585614279139569,0.0,0.0,0.0,0.0,0.0,0.0
0.011378421418709353,0.0,0.0,0.0,0.0,0.0,0.0
0.015171228558279138,0.0,0.0,0.0,0.0,0.0,0.0
0.01896403569784892,0.0,0.0,0.0,0.0,0.0,0.0
0.022756842837418707,0.0,0.0,0.0,0.0,0.0,0.0
0.02654964997698849,0.0,0.0,0.0,0.0,0.0,0.0
0.030342457116558277,0.0,0.0,0.0,0.0,0.0,0.0
0.03413526425612806,0.0,0.0,0.0,0.0,0.0,0.0
0.03792807139569784,0.0,0.0,0.0,0.0,0.0,0.0
0.04172087853526763,0.0,0.0,0.0,0.0,0.0,0.0
0.04551368567483741,0.0,0.0,0.0,0.0,0.0,0.0
0.0493064928144072,0.0,0.0,0.0,0.0,0.0,0.0
0.05309929995397698,0.0,0.0,0.0,0.0,0.0,0.0
0.05689210709354677,0.0,0.0,0.0,0.0,0.0,0.0
0.06068491423311655,0.0,0.0,0.0,0.0,0.0,0.0
0.06447772137268634,0.0,0.0,0.0,0.0,0.0,0.0
0.06827052851225612,0.0,0.0,0.0,0.0,0.0,0.0
0.0720633356518259,0.0,0.0,0.0,0.0,0.0,0.0
0.07585614279139569,0.0,0.0,0.0,0.0,0.0,0.0
0.07964894993096548,0.0,0.0,0.0,0.0,0.0,0.0
0.08344175707053526,0.0,0.0,0.0,0.0,0.0,0.0
0.08723456421010505,0.0,0.0,0.0,0.0,0.0,0.0
0.09102737134967483,0.0,0.0,0.0,0.0,0.0,0.0
0.09482017848924461,0.0,0.0,0.0,0.0,0.0,0.0
0.0986129856288144,0.0,0.0,0.0,0.0,0.0,0.0
0.10240579276838419,0.0,0.0,0.0,0.0,0.0,0.0
0.10619859990795397,0.0,0.0,0.0,0.0,0.0,0.0
0.10999140704752375,0.0,0.0,0.0,0.0,0.0,0.0
0.11378421418709354,0.0,0.0,0.0,0.0,0.0,0.0
0.11757702132666333,0.0,0.0,0.0,0.0,0.0,0.0
0.1213698284662331,0.0,0.0,0.0,0.0,0.0,0.0
0.1251626356058029,0.0,0.0,0.0,0.0,0.0,0.0
0.12895544274537268,0.0,0.0,0.0,0.0,0.0,0.0
0.13274824988494247,0.0,0.0,0.0,0.0,0.0,0.0
0.13654105702451225,0.0,0.0,0.0,0.0,0.0,0.0
0.14033386416408203,0.0,0.0,0.0,0.0,0.0,0.0
0.1441266713036518,0.0,0.0,0.0,0.0,0.0,0.0
0.1479194784432216,0.0,0.0,0.0,0.0,0.0,0.0
0.15171228558279137,0.0,0.0,0.0,0.0,0.0,0.0
0.15550509272236115,0.0,0.0,0.0,0.0,0.0,0.0
0.15929789986193096,0.0,0.0,0.0,0.0,0.0,0.0
0.16309070700150075,0.0,0.0,0.0,0.0,0.0,0.0
0.16688351414107053,0.0,0.0,0.0,0.0,0.0,0.0
0.1706763212806403,0.0,0.0,0.0,0.0,0.0,0.0
0.1744691284202101,0.0,0.0,0.0,0.0,0.0,0.0
0.17826193555977987,0.0,0.0,0.0,0.0,0.0,0.0
0.18205474269934965,0.0,0.0,0.0,0.0,0.0,0.0
0.18584754983891943,0.0,0.0,0.0,0.0,0.0,0.0
0.18964035697848922,0.0,0.0,0.0,0.0,0.0,0.0
0.19343316411805903,0.0,0.0,0.0,0.0,0.0,0.0
0.1972259712576288,0.0,0.0,0.0,0.0,0.0,0.0
0.2010187783971986,0.0,0.0,0.0,0.0,0.0,0.0
0.20481158553676837,0.0,0.0,0.0,0.0,0.0,0.0
0.20860439267633815,0.0,0.0,0.0,0.0,0.0,0.0
0.21239719981590793,0.0,0.0,0.0,0.0,0.0,0.0
0.21619000695547771,0.0,0.0,0.0,0.0,0.0,0.0
0.2199828140950475,0.0,0.0,0.0,0.0,0.0,0.0
0.22377562123461728,0.0,0.0,0.0,0.0,0.0,0.0
0.2275684283741871,0.0,0.0,0.0,0.0,0.0,0.0
0.23136123551375687,0.0,0.0,0.0,0.0,0.0,0.0
0.23515404265332665,0.0,0.0,0.0,0.0,0.0,0.0
0.23894684979289643,0.0,0.0,0.0,0.0,0.0,0.0
0.2427396569324662,0.0,0.0,0.0,0.0,0.0,0.0
0.246532464072036,0.0,0.0,0.0,0.0,0.0,0.0
0.2503252712116058,0.0,0.0,0.0,0.0,0.0,0.0
0.25411807835117556,0.0,0.0,0.0,0.0,0.0,0.0
0.25791088549074537,0.0,0.0,0.0,0.0,0.0,0.0
0.2617036926303151,0.0,0.0,0.0,0.0,0.0,0.0
0.26549649976988493,0.0,0.0,0.0,0.0,0.0,0.0
0.2692893069094547,0.0,0.0,0.0,0.0,0.0,0.0
0.2730821140490245,0.0,0.0,0.0,0.0,0.0,0.0
0.27687492118859425,0.0,0.0,0.0,0.0,0.0,0.0
0.28066772832816406,0.0,0.0,0.0,0.0,0.0,0.0
0.28446053546773387,0.0,0.0,0.0,0.0,0.0,0.0
0.2882533426073036,0.0,0.0,0.0,0.0,0.0,0.0
0.29204614974687343,0.0,0.0,0.0,0.0,0.0,0.0
0.2958389568864432,0.0,0.0,0.0,0.0,0.0,0.0
