r (A),g(r)_weighted_U-U,g(r)_weighted_Na-U,g(r)_weighted_U-F,g(r)_weighted_Na-Na,g(r)_weighted_Na-F,g(r)_weighted_F-F,S_i_U-F,S_i_Na-F,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.003991995997998999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.007983991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.011975987993996998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.015967983991995997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.019959979989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.023951975987993996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.027943971985992994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.031935967983991995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.035927963981990996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.03991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.04391195597798899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.04790395197598799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.05189594797398699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.05588794397198599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.05987993996998499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.06387193596798399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.06786393196598299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.07185592796398199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.07584792396198099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.07983991995998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.08383191595797898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.08782391195597798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.09181590795397698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.09580790395197598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.09979989994997499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.10379189594797399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.10778389194597299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.11177588794397197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.11576788394197098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.11975987993996998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.12375187593796898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.12774387193596798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.13173586793396697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.13572786393196598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.13971985992996497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.14371185592796398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.14770385192596297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.15169584792396199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.15568784392196097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.15967983991996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.16367183591795897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.16766383191595796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.17165582791395698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.17564782391195596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.17963981990995498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.18363181590795397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.18762381190595298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.19161580790395197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.19560780390195096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.19959979989994997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.20359179589794896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.20758379189594797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.21157578789394696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.21556778389194597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.21955977988994496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.22355177588794395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.22754377188594296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.23153576788394195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.23552776388194097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.23951975987993995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.24351175587793897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.24750375187593796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.25149574787393697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.25548774387193596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.25947973986993494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.26347173586793393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.267463731865933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.27145572786393196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.27544772386193095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.27943971985992994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.283431715857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.28742371185592797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.29141570785392695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.29540770385192594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.2993996998499249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.30339169584792397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.30738369184592296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.31137568784392194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.31536768384192093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.31935967983992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.32335167583791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.32734367183591795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.33133566783391694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.3353276638319159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.33931965982991497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.34331165582791395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
0.34730365182591294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.744806094708996,0
