r (A),g(r)_weighted_U-Cl,g(r)_weighted_U-U,g(r)_weighted_K-U,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Cl-Cl,S_i_U-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.003985046851925963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.007970093703851926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.011955140555777889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.01594018740770385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.019925234259629814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.023910281111555777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.02789532796348174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.0318803748154077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.03586542166733367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.03985046851925963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.04383551537118559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.047820562223111554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.05180560907503752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.05579065592696348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.05977570277888944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.0637607496308154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.06774579648274137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.07173084333466734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.07571589018659329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.07970093703851926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.08368598389044522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.08767103074237118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.09165607759429714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.09564112444622311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.09962617129814907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.10361121815007504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.107596265002001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.11158131185392696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.11556635870585293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.11955140555777888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.12353645240970484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.1275214992616308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.13150654611355678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.13549159296548274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.1394766398174087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.14346168666933468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.14744673352126061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.15143178037318658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.15541682722511255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.1594018740770385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.16338692092896448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.16737196778089045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.1713570146328164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.17534206148474235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.17932710833666832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.18331215518859428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.18729720204052025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.19128224889244622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.19526729574437218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.19925234259629815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.20323738944822412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.20722243630015008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
0.21120748315207602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.309699966297434,0
