r (A),g(r)_weighted_U-U,g(r)_weighted_Na-U,g(r)_weighted_U-F,g(r)_weighted_Na-Na,g(r)_weighted_Na-F,g(r)_weighted_F-F,S_i_U-F,S_i_Na-F,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.003991995997998999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.007983991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.011975987993996998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.015967983991995997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.019959979989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.023951975987993996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.027943971985992994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.031935967983991995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.035927963981990996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.03991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.04391195597798899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.04790395197598799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.05189594797398699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.05588794397198599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.05987993996998499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.06387193596798399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.06786393196598299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.07185592796398199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.07584792396198099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.07983991995998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.08383191595797898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.08782391195597798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.09181590795397698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.09580790395197598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.09979989994997499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.10379189594797399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.10778389194597299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.11177588794397197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
0.11576788394197098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.859854218136225,0
