r (A),g(r)_weighted_F-F,g(r)_weighted_Na-F,g(r)_weighted_Na-Na,g(r)_weighted_Na-U,g(r)_weighted_U-F,g(r)_weighted_U-U,S_i_Na-F,S_i_U-F,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0039919959979989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0079839919959979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0119759879939969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0159679839919959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.019959979989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0239519759879939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0279439719859929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0319359679839919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0359279639819909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.03991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0439119559779889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0479039519759879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0518959479739869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0558879439719859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0598799399699849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0638719359679839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0678639319659829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0718559279639819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0758479239619809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.07983991995998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0838319159579789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0878239119559779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0918159079539769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0958079039519759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.0997998999499749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1037918959479739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1077838919459729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1117758879439719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1157678839419709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1197598799399699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1237518759379689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1277438719359679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1317358679339669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1357278639319659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1397198599299649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1437118559279639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1477038519259629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1516958479239619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1556878439219609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.15967983991996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1636718359179589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1676638319159579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1716558279139569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1756478239119559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1796398199099549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1836318159079539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1876238119059529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1916158079039519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1956078039019509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.1995997998999499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2035917958979489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2075837918959479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2115757878939469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2155677838919459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2195597798899449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2235517758879439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2275437718859429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2315357678839419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2355277638819409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2395197598799399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2435117558779389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2475037518759379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2514957478739369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2554877438719359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2594797398699349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2634717358679339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.267463731865933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2714557278639319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2754477238619309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2794397198599299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.283431715857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2874237118559279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2914157078539269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2954077038519259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.2993996998499249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3033916958479239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3073836918459229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3113756878439219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3153676838419209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.31935967983992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3233516758379189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3273436718359179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3313356678339169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3353276638319159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3393196598299149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3433116558279139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3473036518259129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3512956478239119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3552876438219109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3592796398199099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3632716358179089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3672636318159079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3712556278139069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3752476238119059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3792396198099049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3832316158079039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3872236118059029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3912156078039019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3952076038019009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.3991995997998999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
0.4031915957978989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1047032480091796,0
